,job_titel,company_name,Loction,salery,other_role
2219,Service Coordinator,Rakshan Enterprises,Valasaravakkam,"₹9,000 - ₹16,000",Full time  No test required  Freshers only
2220,Telecalling Executive,Taurus Bpo Services India Llp,Domlur,"₹10,000 - ₹13,000",Full time  No test required  Freshers only
2221,Field Sales Executive,Veda Enterprises,Secunderabad,"₹8,000 - ₹16,000",Full time  No test required  Freshers only
2222,Mechanical Trainee,Kamtronix Automation,Bawana,"₹8,000 - ₹11,000",Full time  No test required  Freshers only
2223,Computer Operator cum Office Assistant,YB Clothing,Mysore Road Satellite Bus Stand,"₹9,000 - ₹11,000",Full time  No test required  Freshers only
2224,Computer Operator,NCH Services,Icchapor Town,"₹8,500 - ₹11,000",Full time  No test required  Freshers only
2225,Customer Service Associate,MedPlus,Murlinagar,"₹9,500 - ₹12,000",Full time  No test required  Freshers only
2226,Kitchen Staff,Fried Nation,Mira Road East,"₹10,000 - ₹13,000",Night shift Full time  No test required  Freshers only
2227,Security Guard,Aeroflot Security Service,Chinar Park,"₹9,000 - ₹11,000",Full time  No test required  Freshers only
2228,Field Collection Executive,Foresight Corporation,RS Puram,"₹8,000 - ₹11,000",Full time  No test required  Freshers only
2229,Store Executive,Teamlease,Wankaner,"₹10,500 - ₹11,000",Full time  No test required  Freshers only
2230,Office Boy / Peon,Rajen Kantilal Gala,Malad Industrial Estate,"₹10,000 - ₹11,000",Full time  No test required  Freshers only
2231,Computer Operator,NCH Services,Icchapor Town,"₹8,500 - ₹11,000",Full time  No test required  Freshers only
2232,Customer Service Associate,MedPlus,Murlinagar,"₹9,500 - ₹12,000",Full time  No test required  Freshers only
2233,Security Guard,Aeroflot Security Service,Baruipur,"₹9,000 - ₹11,000",Full time  No test required  Freshers only
2234,Office Boy / Peon,Rajen Kantilal Gala,Malad Industrial Estate,"₹10,000 - ₹11,000",Full time  No test required  Freshers only
2235,Store Executive,Teamlease,Wankaner,"₹10,500 - ₹11,000",Full time  No test required  Freshers only
2236,Receptionist Cum Office Assistant,Visa Hub Overseas Consultants,Chaitanyapuri,"₹10,000 - ₹11,000",Full time  No test required  Freshers only
2237,Van Delivery Boy,Kv Human Resources Services Private Limited,Alwal,"₹10,500 - ₹13,500",Full time  No test required  Freshers only
2238,Food And Beverage Associate,Alp Consulting Ltd,Lajpat Nagar,"₹10,000 - ₹10,500",Full time  No test required  Freshers only
2239,Waiter / Steward,Alp Consulting Ltd,Solapur Tuljapur Road,"₹10,000 - ₹10,500",Full time  No test required  Freshers only
2240,Business Development- Sales Intern,Techno Power Aircons,Mandaveli,"₹7,500 - ₹13,000",Full time  No test required  Freshers only
2241,Helper,Sajjan Apparels,Noida Sector 16,"₹10,000 - ₹10,500",Full time  No test required  Freshers only
2242,Technical Support Executive,Craysol Technologies India,South Kalamassery,"₹9,650 - ₹10,500",Full time  No test required  Freshers only
2243,Office Staff,Pradhan Enterprises,Diva East,"₹9,000 - ₹10,001",Full time  No test required  Freshers only
2244,Store Manager,Gentlemens Sports,Piploda Dwarkadish,"₹7,000 - ₹10,000",Full time  No test required  Freshers only
2245,Fitness Trainer,Peak Physique,New Palasia,"₹5,000 - ₹11,000",Full time  No test required  Freshers only
2246,Ecommerce Manager,Staive Way,Ghaziabad,"₹8,000 - ₹10,000",Full time  No test required  Freshers only
2247,Customer Care Executive,MoneyTree Consultant,Murungapakkam,"₹8,000 - ₹12,000",Part time  No test required  Freshers only
2248,Office Assistant,The Kitchen Style,Rani Bazar,"₹7,000 - ₹10,000",Full time  No test required  Freshers only
2249,Sales & Marketing Executive,Future Landmark Infrabulls Private Limited,Vijay Nagar,"₹8,000 - ₹20,000",Full time  No test required  Freshers only
2250,Human Resource Intern,Muvitaab Software Solutions,MVP Double Road,"₹7,000 - ₹10,000",Full time  No test required  Freshers only
2251,Telecaller Outbound,7Pro International,Maqsudan,"₹7,000 - ₹15,000",Part time  No test required  Freshers only
2252,Accounts Trainee,Jyotish Jaiswal And Co.,Janakpuri,"₹2,500 - ₹10,000",Full time  No test required  Freshers only
2253,Telecalling Executive,RS Financial Management,Nala Sopara,"₹7,000 - ₹12,000",Full time  No test required  Freshers only
2254,Store Keeper,M/s Shree Gee Electricals & Electronics,Rithani,"₹8,000 - ₹10,000",Full time  No test required  Freshers only
2255,Social Media Intern,Archworkx Prosys Private Limited,Baoli Sahib Gurudwara chandigarh,"₹6,000 - ₹10,000",Full time  No test required  Freshers only
2256,Vfx Trainee,Roto Frames VFX,L B Nagar,"₹10,000 - ₹10,000",Full time  No test required  Freshers only
2257,Telesales Executive,Rb Trading & Marketing,Rajdanga Gardens,"₹8,000 - ₹12,000",Full time  No test required  Freshers only
2258,Internship Trainee,Amigoo IT Solutions,Vijayawada (Work from home),"₹5,000 - ₹10,000",Full time  No test required  Freshers only
2259,Receptionist / Front Office Executive,Ashwasurya Realities India Private Limited,Howbagh,"₹8,000 - ₹11,500",Part time  No test required  Freshers only
2260,Telecaller Outbound,Taurus Bpo Services India Llp,HAL Airport,"₹10,000 - ₹12,000",Full time  No test required  Freshers only
2261,Interior Site Supervisor,Unique Interior Solution,Kamalakar Chowk,"₹8,000 - ₹10,000",Full time  No test required  Freshers only
2262,Sales Trainee,Aaviah People'S Network Company,Gangai Badkheda,"₹8,000 - ₹10,000",Full time  No test required  Freshers only
2263,Electrical Engineer,Nilkanth Machine Tools,Vatva Patiya,"₹7,000 - ₹10,000",Full time  No test required  Freshers only
2264,Shop Assistant,S2 Mart,Puppalguda,"₹9,000 - ₹10,000",Full time  No test required  Freshers only
2265,Tea Coffee Maker,"Akshaya Balaganur,  Ishwarswamy Mallayya Vibhutimath",Keshwapur,"₹8,000 - ₹10,000",Full time  No test required  Freshers only
2266,Back Office Executive,Rajveer Marking And Automation,Waluj,"₹8,500 - ₹11,000",Full time  No test required  Freshers only
2267,Telesales Executive,Loans First,Ramakrishna Puram,"₹10,000 - ₹11,000",Full time  No test required  Freshers only
2268,Field Sales Executive,Sri Siddhi Vinayaka Enterprises,Nagole X Road,"₹8,000 - ₹11,000",Full time  No test required  Freshers only
2269,Telecaller Outbound,Taurus Bpo Services India Llp,Domlur,"₹10,000 - ₹11,000",Full time  No test required  Freshers only
2270,Digital Marketing Executive,APS Star Realty,Dange Chowk,"₹8,000 - ₹12,000",Full time  No test required  Freshers only
2271,HR Intern,"iTalent India Management Consultants, Nagpur",Pratap Nagar,"₹5,000 - ₹10,000",Full time  No test required  Freshers only
2272,Desktop Support Engineer,M Intergraph Systems Private Limited,Jaipur,"₹9,000 - ₹10,000",Full time  No test required  Freshers only
2273,Field Sales Executive,Sri Siddhi Vinayaka Enterprises,Nagole X Road,"₹8,000 - ₹11,000",Full time  No test required  Freshers only
2274,Telecaller,Yesaji Overseas Services,DCM,"₹7,000 - ₹15,000",Full time  No test required  Freshers only
2275,Housekeeping Staff,Bangalore Coffee Company,Koramangala,"₹8,000 - ₹10,000",Full time  No test required  Freshers only
2276,Legal,siddhivinayak enterprise,Bhandup West,"₹9,000 - ₹15,000",Full time  No test required  Freshers only
2277,Picker / Packer,Universal Traders,Howrah,"₹7,500 - ₹11,000",Night shift Full time  No test required  Freshers only
2278,Helper,Zeal Aqua Ltd,Olpad,"₹9,000 - ₹10,000",Full time  No test required  Freshers only
2279,Marketing Executive,Businessketch,Annapurna Road,"₹9,000 - ₹10,000",Part time  No test required  Freshers only
2280,Picker / Packer,Universal Traders,Howrah,"₹7,500 - ₹11,000",Night shift Full time  No test required  Freshers only
2281,Social Media Executive,Suvidha Kitchen & Interiors,Thane West Khopat,"₹7,000 - ₹10,000",Full time  No test required  Freshers only
2282,Customer Care Executive,Pace Business Solution,Beniapukur,"₹7,500 - ₹10,000",Full time  No test required  Freshers only
2283,Customer Care Officer,Pace Business Solution,Machuabazar,"₹7,500 - ₹10,000",Full time  No test required  Freshers only
2284,Internship Trainee,Empire Industries Ltd,Vijay Garden,"₹8,000 - ₹10,000",Full time  No test required  Freshers only
2285,Marketing Executive,Businessketch,Annapurna Road,"₹9,000 - ₹10,000",Part time  No test required  Freshers only
2286,Telecaller,Ak Placement,Model Town,"₹10,000 - ₹12,000",Full time  No test required  Freshers only
2287,Telecaller,Ak Placement,Model Town,"₹10,000 - ₹12,000",Full time  No test required  Freshers only
2288,Internship Trainee,Empire Industries Ltd,Vijay Garden,"₹8,000 - ₹10,000",Full time  No test required  Freshers only
2289,Accounts Trainee,Hari Om Enterprises,BABAR PUR Extn.,"₹5,000 - ₹10,000",Full time  No test required  Freshers only
2290,Driver Cum Office Boy,Symmetric Technology,Akurdi Khandoba Maal,"₹8,000 - ₹10,000",Full time  No test required  Freshers only
2291,Kitchen Staff,Dusane Food,Sayajigunj,"₹5,000 - ₹10,000",Part time  No test required  Freshers only
2292,Receptionist Cum Telecaller,MS Technosoft,Panchawala Puliya,"₹10,000 - ₹10,000",Full time  No test required  Freshers only
2293,Interior Designer,skyscraper,Panchawala Puliya,"₹8,000 - ₹10,000",Full time  No test required  Freshers only
2294,Operation Executive,Onfy Innovations,Jaipur (Work from home),"₹8,000 - ₹12,000",Full time  No test required  Freshers only
2295,Teacher Trainer,Airmodelcrafts India,Ahinsa Khand I,"₹8,000 - ₹14,000",Full time  No test required  Freshers only
2296,Office Boy,Nature Cyber Cafe,Laggere Bridge,"₹7,000 - ₹10,000",Full time  No test required  Freshers only
2297,Maid,My Techno Mantram,Greater Noida West,"₹10,000 - ₹15,000",Full time  No test required  Freshers only
2298,Digital Marketing Intern,Fire Flys Global Enterprises,Malviya Nagar Sector 1 - 3,"₹5,000 - ₹12,000",Full time  No test required  Freshers only
2299,Customer Service Executive,Cavalry Info Private Limited,Dwarkapuri Colony,"₹9,000 - ₹15,500",Full time  No test required  Freshers only
2300,Junior System Administrator,3RI Technology,Pimple Saudagar,"₹8,000 - ₹10,000",Full time  No test required  Freshers only
2301,Telecalling Executive,Xwell Human Resource,Chopasni Housing Board,"₹7,000 - ₹10,000",Full time  No test required  Freshers only
2302,Telecaller,Dais Infracon,MAYUR VIHAR PH-1 (T) III,"₹10,000 - ₹20,000",Full time  No test required  Freshers only
2303,Teacher,Metercab Online Booking Service Opc,Thane,"₹8,000 - ₹10,000",Full time  No test required  Freshers only
2304,Receptionist / Front Office Executive,Darwin Platform Group of companies,Hindpiri,"₹8,000 - ₹10,000",Full time  No test required  Freshers only
2305,Digital Marketing Intern,Fire Flys Global Enterprises,Malviya Nagar Sector 1 - 3,"₹5,000 - ₹12,000",Full time  No test required  Freshers only
2306,Junior System Administrator,3RI Technology,Pimple Saudagar,"₹8,000 - ₹10,000",Full time  No test required  Freshers only
2307,Telecaller Outbound,Vision India,Kaumi Ekta Kachhi Basti,"₹9,000 - ₹10,000",Full time  No test required  Freshers only
2308,Office Assistant,Dynamic Kitchens,Sri Rama Mandir,"₹9,000 - ₹10,000",Full time  No test required  Freshers only
2309,Customer Care Executive,Quadvers,Raisen Road,"₹8,000 - ₹10,000",Full time  No test required  Freshers only
2310,Telecalling Executive,Blissfield,New town,"₹9,000 - ₹13,000",Full time  No test required  Freshers only
2311,HR Executive,Carto Vehiclecare Private Limited,Park Road,"₹4,000 - ₹10,000",Part time  No test required  Freshers only
2312,Photographer Intern,Denmonk,Janakpuri,"₹5,000 - ₹10,000",Full time  No test required  Freshers only
2313,Electronics Technician,Supertech India Private Limited,Deoghat,"₹5,000 - ₹10,000",Part time  No test required  Freshers only
2314,Insurance Drafting Executive,siddhivinayak enterprise,Mangatram Petrol Pump,"₹7,000 - ₹12,000",Full time  No test required  Freshers only
2315,Office Assistant,Huluny,Jasola Vihar Shaheen Bagh,"₹8,000 - ₹10,000",Full time  No test required  Freshers only
2316,Accountant,Vador Associates,Sector No 19 (Vashi),"₹5,000 - ₹10,000",Full time  No test required  Freshers only
2317,Back Office Staff,adroit solution,Peera Garhi,"₹7,500 - ₹10,000",Full time  No test required  Freshers only
2318,Branch Relationship Executive,Muthoot Finance,Liberty,"₹10,000 - ₹10,000",Full time  No test required  Freshers only
2319,Interior Designer,LKCraftwood,Mumbai (Work from home),"₹5,000 - ₹10,000",Full time  No test required  Freshers only
2320,Telecaller,Best Choice,Yashoda Nagar,"₹5,000 - ₹15,000",Full time  No test required  Freshers only
2321,Digital Marketing Intern,Neovations,Scheme No.54,"₹7,000 - ₹10,000",Full time  No test required  Freshers only
2322,Telecaller Cum Computer Operator,Gulfnde Industrial Services,Sayajigunj,"₹8,000 - ₹15,000",Full time  No test required  Freshers only
2323,Interior Designer,Arcspirit Interior,Madhav Nagar,"₹5,000 - ₹10,000",Full time  No test required  Freshers only
2324,Office Assistant,Buildologist Infra Projects,MP Nagar,"₹5,000 - ₹11,500",Full time  No test required  Freshers only
2325,Shop Keeper,Meditronix,Madkebuwa Chowk - Parel,"₹7,500 - ₹10,000",Full time  No test required  Freshers only
2326,Sales Promoter,Caspian Management Services,Thalassery,"₹5,000 - ₹11,000",Part time  No test required  Freshers only
2327,Kitchen Helper,Kuduk Chicken,Harjinder Nagar,"₹8,000 - ₹10,000",Full time  No test required  Freshers only
2328,Office Administrator,Policy Portal,Bodakdev,"₹7,000 - ₹15,000",Full time  No test required  Freshers only
2329,Network Tower Installation Cum RF Engineer,Escalates Tech India,Hoshangabad Road,"₹9,500 - ₹11,000",Full time  No test required  Freshers only
2330,Back Office Executive,Pack N Care,Thakkarbapa Nagar,"₹8,000 - ₹10,000",Full time  No test required  Freshers only
2331,Article Trainee,SS Rawat & Associates,"Sector 63, Noida","₹1,500 - ₹10,000",Part time  No test required  Freshers only
2332,Business Development Executive (BDE),Sagmetic Infotech,Phase 8 mohali,"₹7,000 - ₹10,000",Full time  No test required  Freshers only
2333,Telecaller,Dhua Associates,Pattom Palace,"₹8,000 - ₹15,000",Full time  No test required  Freshers only
2334,Housekeeping Staff,Highway Inn,Papri mohali,"₹9,500 - ₹10,000",Full time  No test required  Freshers only
2335,Business Development- Sales Intern,Adway Institute Of Management Education Private Limited,Radhakrishna Temple,"₹5,000 - ₹10,000",Part time  No test required  Freshers only
2336,Field Worker,Netambit Infosource Private Limited,Faridabad,"₹5,000 - ₹15,000",Part time  No test required  Freshers only
2337,Sales Executive,T P Homes,Upper Bazaar,"₹5,000 - ₹14,000",Part time  No test required  Freshers only
2338,Receptionist,M J Surgical,S. P. Ring Road,"₹8,000 - ₹10,000",Full time  No test required  Freshers only
2339,Data Entry Executive,Club Malwa,Sector 75 mohali,"₹9,000 - ₹10,000",Full time  No test required  Freshers only
